,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_date
39520,Brooklyn,Bedford-Stuyvesant,40.68963,-73.95138,Entire home/apt,160,3,22,3.28,1,110,2019.0,6.0,29.0
39521,Brooklyn,East Flatbush,40.64915,-73.95147,Private room,40,25,0,0.0,1,305,0.0,0.0,0.0
39522,Brooklyn,Flatlands,40.62941,-73.9425,Entire home/apt,300,1,9,1.44,2,7,2019.0,7.0,1.0
39523,Queens,Richmond Hill,40.68146,-73.82286,Private room,66,1,30,4.52,1,131,2019.0,6.0,30.0
39524,Manhattan,Upper East Side,40.76174,-73.96066,Private room,65,15,1,0.15,1,0,2018.0,12.0,18.0
39525,Manhattan,Chelsea,40.74435,-73.99535,Entire home/apt,160,7,8,3.04,1,80,2019.0,6.0,30.0
39526,Queens,Queens Village,40.70359,-73.74859,Private room,38,2,14,2.71,4,6,2019.0,4.0,27.0
39527,Manhattan,Upper East Side,40.77515,-73.95173,Entire home/apt,185,2,3,1.11,1,0,2019.0,5.0,26.0
39528,Manhattan,Upper East Side,40.77861,-73.94628,Entire home/apt,200,7,0,0.0,1,235,0.0,0.0,0.0
39529,Manhattan,Upper East Side,40.77423,-73.96561,Entire home/apt,199,2,1,0.42,1,50,2019.0,4.0,29.0
39530,Brooklyn,Williamsburg,40.70923,-73.9448,Entire home/apt,175,2,4,0.62,1,34,2019.0,5.0,13.0
39531,Queens,Astoria,40.75616,-73.91657,Private room,60,15,3,0.48,3,331,2019.0,3.0,31.0
39532,Manhattan,Hell's Kitchen,40.75568,-73.99661,Private room,159,1,1,0.16,1,189,2018.0,12.0,30.0
39533,Manhattan,Upper West Side,40.78168,-73.98099,Entire home/apt,250,2,0,0.0,1,0,0.0,0.0,0.0
39534,Manhattan,SoHo,40.72129,-74.0019,Entire home/apt,250,30,0,0.0,4,364,0.0,0.0,0.0
39535,Manhattan,Lower East Side,40.71981,-73.98895,Entire home/apt,432,1,20,3.35,1,325,2019.0,6.0,23.0
39536,Queens,Briarwood,40.71398,-73.81834,Entire home/apt,66,2,9,1.36,1,186,2019.0,6.0,16.0
39537,Manhattan,Washington Heights,40.84245,-73.93886,Private room,80,2,1,0.71,1,29,2019.0,5.0,28.0
39538,Brooklyn,Bedford-Stuyvesant,40.67907,-73.9498,Entire home/apt,150,2,8,1.27,1,6,2019.0,6.0,23.0
39539,Brooklyn,Crown Heights,40.67606,-73.9155,Entire home/apt,185,1,17,2.48,1,48,2019.0,6.0,16.0
39540,Brooklyn,Brownsville,40.65872,-73.90951,Private room,29,4,6,0.94,1,66,2019.0,6.0,21.0
39541,Queens,Long Island City,40.73637,-73.9371,Entire home/apt,75,1,0,0.0,1,42,0.0,0.0,0.0
39542,Manhattan,Harlem,40.82591,-73.95144,Private room,190,2,1,0.16,2,89,2018.0,12.0,29.0
39543,Queens,East Elmhurst,40.75782,-73.8844,Private room,42,10,3,0.5,1,326,2019.0,6.0,2.0
39544,Brooklyn,Downtown Brooklyn,40.6923,-73.98298,Private room,65,30,0,0.0,1,17,0.0,0.0,0.0
39545,Queens,Woodhaven,40.68577,-73.85984,Private room,45,3,10,2.14,2,54,2019.0,7.0,4.0
39546,Manhattan,Hell's Kitchen,40.76707,-73.98591,Private room,131,2,2,0.32,1,0,2019.0,1.0,2.0
39547,Queens,Jackson Heights,40.74878,-73.8799,Private room,24,30,0,0.0,103,244,0.0,0.0,0.0
39548,Manhattan,Hell's Kitchen,40.75651,-73.9976,Private room,89,2,1,0.16,1,0,2019.0,1.0,1.0
39549,Queens,Long Island City,40.75317,-73.94015,Entire home/apt,200,3,0,0.0,1,0,0.0,0.0,0.0
39550,Brooklyn,Windsor Terrace,40.65716,-73.9755,Entire home/apt,450,4,0,0.0,2,87,0.0,0.0,0.0
39551,Queens,Elmhurst,40.74461,-73.87334,Shared room,40,1,1,0.16,1,0,2018.0,12.0,30.0
39552,Brooklyn,Bedford-Stuyvesant,40.68964,-73.9508,Private room,45,7,8,1.16,2,0,2019.0,4.0,17.0
39553,Brooklyn,Greenpoint,40.73324,-73.95101,Private room,70,5,0,0.0,1,0,0.0,0.0,0.0
39554,Manhattan,East Village,40.72728,-73.98256,Entire home/apt,225,4,0,0.0,1,0,0.0,0.0,0.0
39555,Manhattan,Upper West Side,40.77824,-73.98255,Private room,129,1,30,4.69,4,49,2019.0,7.0,1.0
39556,Queens,Woodside,40.74031,-73.89213,Private room,33,30,3,0.7,103,236,2019.0,6.0,15.0
39557,Queens,Maspeth,40.73889,-73.89706,Entire home/apt,122,2,17,2.71,1,73,2019.0,7.0,7.0
39558,Manhattan,Upper West Side,40.78012,-73.98279,Private room,129,1,37,5.39,4,59,2019.0,7.0,1.0
39559,Queens,Astoria,40.75491,-73.9152,Private room,50,15,1,0.45,3,341,2019.0,5.0,4.0
39560,Manhattan,Midtown,40.75169,-73.97162,Entire home/apt,140,2,1,0.59,4,354,2019.0,5.0,19.0
39561,Manhattan,Harlem,40.80629,-73.95478,Private room,250,1,0,0.0,1,179,0.0,0.0,0.0
39562,Manhattan,Midtown,40.75158,-73.97151,Entire home/apt,130,2,2,0.29,4,365,2019.0,5.0,9.0
39563,Manhattan,Hell's Kitchen,40.76036,-73.99676,Private room,180,3,29,4.58,3,126,2019.0,6.0,22.0
39564,Manhattan,Hell's Kitchen,40.75934,-73.99563,Private room,160,3,30,4.71,3,73,2019.0,6.0,22.0
39565,Manhattan,Hell's Kitchen,40.75874,-73.99605,Private room,130,3,27,4.35,3,114,2019.0,6.0,23.0
39566,Manhattan,East Harlem,40.81568,-73.93442,Entire home/apt,150,30,4,1.13,1,345,2019.0,5.0,13.0
39567,Queens,Ridgewood,40.70351,-73.90212,Private room,120,3,0,0.0,1,0,0.0,0.0,0.0
39568,Manhattan,Harlem,40.82621,-73.94125,Entire home/apt,90,30,1,0.67,1,209,2019.0,5.0,25.0
39569,Manhattan,Upper West Side,40.80269,-73.96459,Private room,85,1,0,0.0,2,0,0.0,0.0,0.0
39570,Manhattan,Hell's Kitchen,40.75467,-73.99657,Private room,199,1,4,0.61,30,363,2019.0,1.0,20.0
39571,Queens,Long Island City,40.74774,-73.939,Entire home/apt,199,7,0,0.0,1,0,0.0,0.0,0.0
39572,Manhattan,Upper West Side,40.80236,-73.96604,Private room,90,1,2,0.32,2,0,2019.0,1.0,21.0
39573,Brooklyn,Williamsburg,40.7173,-73.96159,Entire home/apt,444,1,15,2.49,1,326,2019.0,6.0,24.0
39574,Manhattan,Hell's Kitchen,40.76049,-73.99782,Entire home/apt,399,30,0,0.0,8,294,0.0,0.0,0.0
39575,Manhattan,East Village,40.725,-73.98236,Entire home/apt,349,1,8,1.88,1,352,2019.0,6.0,29.0
39576,Brooklyn,Clinton Hill,40.68246,-73.9643,Entire home/apt,195,2,2,0.31,1,44,2019.0,5.0,19.0
39577,Manhattan,Upper East Side,40.78013,-73.96031,Entire home/apt,590,14,0,0.0,1,358,0.0,0.0,0.0
39578,Manhattan,Murray Hill,40.74692,-73.97548,Private room,70,30,1,0.16,1,172,2019.0,1.0,1.0
39579,Brooklyn,Fort Greene,40.69301,-73.97128,Entire home/apt,220,14,0,0.0,1,31,0.0,0.0,0.0
39580,Brooklyn,South Slope,40.66146,-73.98371,Entire home/apt,150,2,3,0.47,1,34,2019.0,1.0,7.0
39581,Manhattan,Midtown,40.7541,-73.97056,Entire home/apt,169,30,0,0.0,12,365,0.0,0.0,0.0
39582,Manhattan,Hell's Kitchen,40.75506,-73.99715,Private room,199,1,1,0.15,30,365,2018.0,12.0,27.0
39583,Brooklyn,Fort Greene,40.6874,-73.97973,Entire home/apt,199,5,2,0.32,1,0,2019.0,5.0,6.0
39584,Brooklyn,Williamsburg,40.7054,-73.94239,Entire home/apt,120,7,1,0.16,1,189,2019.0,1.0,1.0
39585,Queens,Ditmars Steinway,40.77651,-73.91281,Private room,40,1,3,0.48,1,0,2019.0,2.0,2.0
39586,Brooklyn,Williamsburg,40.70841,-73.95048,Private room,120,1,3,0.47,2,269,2019.0,7.0,6.0
39587,Manhattan,Hell's Kitchen,40.76291,-73.99179,Entire home/apt,350,2,32,5.25,1,198,2019.0,6.0,23.0
39588,Queens,Forest Hills,40.73306,-73.84904,Entire home/apt,94,3,9,1.32,1,329,2019.0,6.0,30.0
39589,Manhattan,Harlem,40.83109,-73.94714,Entire home/apt,185,7,3,0.99,1,128,2019.0,5.0,8.0
39590,Manhattan,Murray Hill,40.74719,-73.97478,Entire home/apt,150,1,2,0.32,1,0,2019.0,1.0,7.0
39591,Manhattan,Hell's Kitchen,40.76156,-73.99006,Entire home/apt,225,3,20,3.17,2,68,2019.0,6.0,20.0
39592,Manhattan,Stuyvesant Town,40.73284,-73.97635,Private room,120,3,2,0.32,1,0,2019.0,1.0,19.0
39593,Brooklyn,Prospect-Lefferts Gardens,40.66027,-73.95376,Entire home/apt,100,25,1,0.27,1,5,2019.0,3.0,21.0
39594,Brooklyn,Bedford-Stuyvesant,40.68191,-73.95812,Entire home/apt,130,3,1,0.16,1,0,2019.0,1.0,2.0
39595,Queens,East Elmhurst,40.75647,-73.89964,Private room,100,2,0,0.0,1,363,0.0,0.0,0.0
39596,Manhattan,Upper East Side,40.76909,-73.95479,Entire home/apt,140,4,4,0.65,1,5,2019.0,5.0,1.0
39597,Manhattan,Midtown,40.74312,-73.98447,Private room,89,3,1,0.16,2,26,2018.0,12.0,29.0
39598,Queens,Ditmars Steinway,40.77611,-73.90818,Private room,40,20,1,1.0,1,156,2019.0,7.0,1.0
39599,Manhattan,Hell's Kitchen,40.76225,-73.99106,Entire home/apt,145,6,10,2.63,1,163,2019.0,6.0,30.0
39600,Manhattan,Roosevelt Island,40.7579,-73.95256,Entire home/apt,185,2,23,3.37,1,295,2019.0,6.0,24.0
39601,Brooklyn,Williamsburg,40.70709,-73.9506,Entire home/apt,250,3,2,0.31,1,10,2019.0,5.0,27.0
39602,Brooklyn,Greenpoint,40.7258,-73.94426,Private room,120,4,0,0.0,1,0,0.0,0.0,0.0
39603,Bronx,Throgs Neck,40.81518,-73.82708,Private room,99,1,1,0.16,1,318,2019.0,1.0,5.0
39604,Manhattan,Hell's Kitchen,40.76436,-73.98779,Private room,120,1,31,4.67,5,321,2019.0,6.0,21.0
39605,Manhattan,Chelsea,40.74946,-73.99614,Private room,75,2,17,2.8,1,11,2019.0,6.0,24.0
39606,Brooklyn,Bedford-Stuyvesant,40.68462,-73.95429,Entire home/apt,180,3,1,0.24,1,158,2019.0,3.0,9.0
39607,Brooklyn,Williamsburg,40.71158,-73.96162,Entire home/apt,250,3,16,2.35,1,271,2019.0,6.0,30.0
39608,Brooklyn,Crown Heights,40.67683,-73.94702,Private room,30,5,2,0.32,1,220,2019.0,2.0,1.0
39609,Brooklyn,Canarsie,40.63168,-73.90895,Entire home/apt,114,2,21,4.38,1,68,2019.0,7.0,7.0
39610,Queens,Long Island City,40.74751,-73.93744,Private room,45,3,4,0.68,1,0,2019.0,6.0,7.0
39611,Queens,Jackson Heights,40.75549,-73.87731,Private room,100,1,1,0.46,2,179,2019.0,5.0,5.0
39612,Manhattan,Murray Hill,40.74488,-73.97389,Entire home/apt,271,30,0,0.0,232,60,0.0,0.0,0.0
39613,Bronx,Concourse Village,40.83311,-73.9116,Private room,34,2,2,0.29,1,0,2018.0,12.0,26.0
39614,Brooklyn,Williamsburg,40.7077,-73.93855,Private room,85,5,2,0.32,1,25,2019.0,6.0,27.0
39615,Manhattan,Morningside Heights,40.80672,-73.96547,Entire home/apt,150,4,2,0.55,1,0,2019.0,5.0,23.0
39616,Brooklyn,Bedford-Stuyvesant,40.69534,-73.93338,Private room,50,6,1,0.18,2,0,2019.0,1.0,21.0
39617,Queens,Springfield Gardens,40.66292,-73.76711,Entire home/apt,75,1,40,6.19,2,300,2019.0,7.0,4.0
39618,Queens,Astoria,40.75796,-73.91347,Private room,70,5,3,2.43,1,69,2019.0,6.0,14.0
39619,Brooklyn,Williamsburg,40.71847,-73.94509,Private room,60,4,1,0.16,2,0,2019.0,1.0,1.0
39620,Queens,Forest Hills,40.72223,-73.84647,Private room,37,1,1,0.16,1,249,2019.0,1.0,1.0
39621,Staten Island,St. George,40.64762,-74.08682,Entire home/apt,135,3,3,1.76,1,232,2019.0,6.0,14.0
39622,Queens,Long Island City,40.74906,-73.9385,Private room,340,1,0,0.0,1,90,0.0,0.0,0.0
39623,Manhattan,Kips Bay,40.74175,-73.98135,Entire home/apt,300,2,5,0.78,1,193,2019.0,4.0,14.0
39624,Manhattan,Harlem,40.82263,-73.9547,Private room,65,4,8,1.7,1,0,2019.0,5.0,27.0
39625,Brooklyn,Bedford-Stuyvesant,40.69066,-73.95922,Entire home/apt,300,2,2,0.3,1,0,2019.0,1.0,1.0
39626,Manhattan,Hell's Kitchen,40.76238,-73.99259,Entire home/apt,180,2,2,0.32,1,0,2019.0,2.0,21.0
39627,Brooklyn,East Flatbush,40.63659,-73.94734,Private room,40,1,15,2.37,1,90,2019.0,6.0,30.0
39628,Queens,Astoria,40.76495,-73.92529,Entire home/apt,70,18,0,0.0,1,178,0.0,0.0,0.0
39629,Manhattan,Upper East Side,40.76588,-73.95834,Private room,80,1,32,5.33,4,27,2019.0,6.0,16.0
39630,Manhattan,Midtown,40.74248,-73.98434,Entire home/apt,160,30,1,0.16,2,0,2019.0,1.0,6.0
39631,Brooklyn,Crown Heights,40.67119,-73.93468,Private room,45,1,0,0.0,2,0,0.0,0.0,0.0
39632,Brooklyn,Crown Heights,40.67188,-73.95049,Entire home/apt,85,3,0,0.0,2,0,0.0,0.0,0.0
39633,Manhattan,Upper East Side,40.76499,-73.95831,Private room,80,1,29,4.26,4,18,2019.0,7.0,4.0
39634,Brooklyn,Bedford-Stuyvesant,40.68149,-73.91459,Entire home/apt,110,7,1,0.16,1,189,2019.0,1.0,3.0
39635,Manhattan,Hell's Kitchen,40.76547,-73.99032,Entire home/apt,285,2,5,1.4,3,44,2019.0,7.0,2.0
39636,Queens,Kew Gardens Hills,40.71843,-73.81266,Private room,49,4,6,0.95,2,111,2019.0,7.0,6.0
39637,Brooklyn,Bedford-Stuyvesant,40.68094,-73.9086,Private room,60,3,9,1.43,1,20,2019.0,6.0,29.0
39638,Manhattan,Upper East Side,40.779,-73.95298,Entire home/apt,300,3,4,0.65,1,0,2019.0,2.0,17.0
39639,Brooklyn,Bay Ridge,40.62611,-74.02213,Entire home/apt,90,1,0,0.0,1,0,0.0,0.0,0.0
39640,Brooklyn,Sunset Park,40.6465,-74.01454,Private room,55,1,14,2.2,3,174,2019.0,7.0,1.0
39641,Manhattan,West Village,40.73245,-74.00328,Entire home/apt,190,3,13,2.36,3,115,2019.0,6.0,25.0
39642,Manhattan,Financial District,40.70612,-74.01585,Private room,80,3,0,0.0,1,133,0.0,0.0,0.0
39643,Queens,Woodhaven,40.69545,-73.86084,Private room,30,2,8,1.76,1,0,2019.0,6.0,9.0
39644,Manhattan,Harlem,40.81573,-73.94036,Entire home/apt,195,30,2,0.62,1,239,2019.0,5.0,13.0
39645,Staten Island,Arrochar,40.58957,-74.07666,Entire home/apt,100,2,18,2.81,1,296,2019.0,7.0,8.0
39646,Brooklyn,Williamsburg,40.71792,-73.94172,Entire home/apt,160,1,4,0.59,1,49,2019.0,1.0,20.0
39647,Brooklyn,Greenpoint,40.7242,-73.95126,Private room,100,1,18,2.81,1,325,2019.0,6.0,23.0
39648,Manhattan,Morningside Heights,40.80511,-73.96572,Entire home/apt,60,5,4,0.59,1,0,2019.0,2.0,20.0
39649,Brooklyn,Bedford-Stuyvesant,40.68295,-73.93942,Entire home/apt,150,4,0,0.0,1,18,0.0,0.0,0.0
39650,Brooklyn,Bushwick,40.70069,-73.9384,Private room,65,1,14,6.67,1,44,2019.0,6.0,16.0
39651,Brooklyn,Bedford-Stuyvesant,40.6999,-73.94406,Private room,50,1,3,0.46,2,0,2019.0,1.0,1.0
39652,Manhattan,Financial District,40.71074,-74.00627,Entire home/apt,150,30,0,0.0,1,0,0.0,0.0,0.0
39653,Manhattan,Hell's Kitchen,40.75805,-73.99292,Entire home/apt,450,4,2,0.32,1,158,2019.0,6.0,16.0
39654,Brooklyn,Greenpoint,40.73787,-73.95281,Entire home/apt,115,3,2,0.32,1,0,2019.0,2.0,18.0
39655,Brooklyn,Fort Greene,40.69738,-73.97396,Private room,48,30,1,1.0,25,59,2019.0,6.0,14.0
39656,Manhattan,Lower East Side,40.71955,-73.9861,Entire home/apt,499,2,15,2.27,1,297,2019.0,5.0,25.0
39657,Manhattan,Upper West Side,40.79272,-73.97069,Entire home/apt,515,20,0,0.0,2,0,0.0,0.0,0.0
39658,Manhattan,Midtown,40.74657,-73.98685,Entire home/apt,240,2,12,2.0,13,304,2019.0,6.0,3.0
39659,Brooklyn,Williamsburg,40.71792,-73.95312,Private room,500,28,1,0.16,1,89,2018.0,12.0,31.0
39660,Brooklyn,Fort Greene,40.69629,-73.97397,Private room,48,30,1,0.48,25,58,2019.0,5.0,7.0
39661,Manhattan,Chelsea,40.74293,-73.99922,Private room,80,1,2,0.48,2,0,2019.0,3.0,11.0
39662,Brooklyn,Downtown Brooklyn,40.68887,-73.9829,Private room,109,1,16,2.53,1,66,2019.0,6.0,14.0
39663,Manhattan,Washington Heights,40.8455,-73.93987,Private room,52,1,1,0.79,2,0,2019.0,6.0,1.0
39664,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93685,Entire home/apt,139,1,8,1.36,9,134,2019.0,6.0,14.0
39665,Brooklyn,Bedford-Stuyvesant,40.69358,-73.93854,Private room,30,16,0,0.0,1,40,0.0,0.0,0.0
39666,Brooklyn,Bedford-Stuyvesant,40.6917,-73.93842,Entire home/apt,145,1,11,2.13,9,118,2019.0,6.0,18.0
39667,Brooklyn,Cypress Hills,40.68426,-73.87461,Private room,80,1,10,1.51,1,32,2019.0,6.0,19.0
39668,Manhattan,Kips Bay,40.73879,-73.98135,Entire home/apt,220,2,1,0.15,1,0,2018.0,12.0,19.0
39669,Manhattan,Hell's Kitchen,40.76132,-73.99443,Private room,180,3,1,0.16,1,341,2019.0,1.0,1.0
39670,Brooklyn,East Flatbush,40.64115,-73.92837,Private room,70,1,0,0.0,2,0,0.0,0.0,0.0
39671,Queens,Corona,40.745,-73.85927,Entire home/apt,99,1,64,9.5,1,329,2019.0,7.0,4.0
39672,Brooklyn,Park Slope,40.67801,-73.97951,Entire home/apt,220,20,0,0.0,1,24,0.0,0.0,0.0
39673,Queens,Richmond Hill,40.70279,-73.82576,Entire home/apt,61,2,32,4.71,1,75,2019.0,7.0,1.0
39674,Manhattan,Kips Bay,40.74103,-73.97451,Entire home/apt,180,4,2,0.56,1,4,2019.0,3.0,31.0
39675,Queens,Springfield Gardens,40.66284,-73.76962,Private room,45,1,17,2.6,3,0,2019.0,6.0,11.0
39676,Manhattan,Washington Heights,40.85573,-73.93987,Entire home/apt,140,2,12,1.89,1,122,2019.0,6.0,18.0
39677,Manhattan,Harlem,40.82384,-73.94776,Private room,99,4,2,0.32,1,24,2019.0,6.0,15.0
39678,Brooklyn,Crown Heights,40.67428,-73.91986,Private room,70,1,2,0.3,1,73,2018.0,12.0,28.0
39679,Brooklyn,Greenpoint,40.72574,-73.93785,Private room,60,5,5,1.16,2,133,2019.0,5.0,21.0
39680,Manhattan,Financial District,40.70947,-74.01329,Entire home/apt,250,5,0,0.0,1,0,0.0,0.0,0.0
39681,Manhattan,Lower East Side,40.71898,-73.98347,Private room,85,2,14,2.27,1,357,2019.0,6.0,18.0
39682,Manhattan,Chelsea,40.7413,-74.00429,Entire home/apt,350,30,11,1.91,1,275,2019.0,6.0,12.0
39683,Brooklyn,Crown Heights,40.67405,-73.95264,Private room,31,14,2,0.34,1,0,2019.0,3.0,19.0
39684,Queens,Astoria,40.76804,-73.92161,Entire home/apt,190,5,1,0.16,2,55,2019.0,1.0,1.0
39685,Manhattan,Harlem,40.80602,-73.95508,Entire home/apt,180,1,24,3.79,1,85,2019.0,7.0,5.0
39686,Brooklyn,Williamsburg,40.71408,-73.95501,Entire home/apt,60,1,37,5.66,1,234,2019.0,7.0,7.0
39687,Brooklyn,Bedford-Stuyvesant,40.69018,-73.93118,Private room,38,1,1,0.16,1,0,2019.0,1.0,3.0
39688,Queens,Long Island City,40.74827,-73.94557,Entire home/apt,210,3,1,0.16,1,0,2019.0,1.0,1.0
39689,Queens,Maspeth,40.72223,-73.90264,Private room,68,1,0,0.0,2,133,0.0,0.0,0.0
39690,Manhattan,Harlem,40.82166,-73.94635,Entire home/apt,350,4,17,2.59,1,23,2019.0,5.0,7.0
39691,Manhattan,Morningside Heights,40.80449,-73.96426,Entire home/apt,80,14,0,0.0,1,0,0.0,0.0,0.0
39692,Brooklyn,Bedford-Stuyvesant,40.68124,-73.90797,Private room,60,2,1,0.38,1,0,2019.0,4.0,21.0
39693,Brooklyn,Williamsburg,40.71763,-73.95334,Entire home/apt,125,15,1,0.16,1,285,2019.0,1.0,2.0
39694,Brooklyn,Williamsburg,40.71528,-73.95033,Private room,120,2,0,0.0,1,89,0.0,0.0,0.0
39695,Manhattan,East Harlem,40.80239,-73.9425,Entire home/apt,155,2,18,2.73,1,123,2019.0,7.0,2.0
39696,Brooklyn,Greenpoint,40.72554,-73.94781,Private room,45,14,2,0.32,1,21,2019.0,6.0,25.0
39697,Brooklyn,Bushwick,40.7037,-73.92659,Private room,60,4,0,0.0,2,22,0.0,0.0,0.0
39698,Manhattan,East Village,40.72747,-73.98409,Private room,175,3,0,0.0,2,0,0.0,0.0,0.0
39699,Queens,Queens Village,40.72219,-73.73605,Entire home/apt,85,2,17,2.63,1,14,2019.0,6.0,24.0
39700,Manhattan,SoHo,40.7271,-74.00286,Entire home/apt,109,6,5,0.84,1,9,2019.0,7.0,1.0
39701,Brooklyn,Fort Hamilton,40.62113,-74.03037,Entire home/apt,98,5,1,0.16,1,23,2019.0,1.0,1.0
39702,Manhattan,East Village,40.72324,-73.9769,Entire home/apt,400,1,2,0.3,1,0,2018.0,12.0,30.0
39703,Manhattan,Hell's Kitchen,40.76428,-73.98988,Entire home/apt,125,2,22,3.55,1,230,2019.0,6.0,23.0
39704,Manhattan,East Harlem,40.79611,-73.94906,Entire home/apt,750,3,5,0.78,6,249,2019.0,6.0,5.0
39705,Manhattan,Upper East Side,40.77382,-73.9535,Entire home/apt,160,2,6,0.95,1,11,2019.0,7.0,1.0
39706,Brooklyn,Williamsburg,40.71942,-73.95993,Entire home/apt,125,21,2,0.5,1,81,2019.0,5.0,16.0
39707,Queens,Springfield Gardens,40.68789,-73.75117,Entire home/apt,93,1,24,3.64,1,19,2019.0,7.0,3.0
39708,Brooklyn,Prospect Heights,40.68056,-73.97251,Entire home/apt,275,2,5,0.85,1,0,2019.0,4.0,1.0
39709,Manhattan,Hell's Kitchen,40.75718,-73.99807,Entire home/apt,375,3,1,0.16,1,0,2019.0,1.0,1.0
39710,Brooklyn,Williamsburg,40.70885,-73.96767,Entire home/apt,250,180,0,0.0,31,173,0.0,0.0,0.0
39711,Manhattan,Upper East Side,40.78415,-73.95248,Entire home/apt,100,30,0,0.0,1,99,0.0,0.0,0.0
39712,Brooklyn,Williamsburg,40.70959,-73.94652,Private room,80,3,2,0.31,1,0,2019.0,5.0,8.0
39713,Manhattan,Chelsea,40.74531,-73.99098,Entire home/apt,299,3,1,1.0,1,155,2019.0,7.0,1.0
39714,Manhattan,Hell's Kitchen,40.76568,-73.9876,Private room,100,1,35,5.59,1,82,2019.0,6.0,30.0
39715,Manhattan,Upper West Side,40.76927,-73.98477,Private room,90,3,5,0.77,1,1,2019.0,5.0,3.0
39716,Brooklyn,Prospect Heights,40.67452,-73.96618,Private room,55,2,4,0.65,1,0,2019.0,5.0,12.0
39717,Manhattan,West Village,40.7328,-74.00468,Entire home/apt,180,3,15,2.68,2,166,2019.0,6.0,8.0
39718,Brooklyn,Sunset Park,40.66182,-73.99805,Private room,45,2,13,4.59,1,37,2019.0,7.0,3.0
39719,Manhattan,Upper East Side,40.76574,-73.9583,Private room,80,1,5,0.74,4,2,2019.0,6.0,3.0
39720,Manhattan,Upper East Side,40.77199,-73.94929,Entire home/apt,153,2,3,0.81,1,274,2019.0,6.0,8.0
39721,Queens,Flushing,40.75974,-73.83399,Private room,80,5,0,0.0,2,89,0.0,0.0,0.0
39722,Manhattan,Midtown,40.74981,-73.98585,Private room,350,1,7,1.07,2,0,2019.0,6.0,23.0
39723,Brooklyn,Williamsburg,40.7131,-73.95044,Entire home/apt,125,5,1,0.16,1,0,2019.0,1.0,2.0
39724,Brooklyn,Bedford-Stuyvesant,40.68984,-73.95864,Entire home/apt,600,3,1,0.16,1,66,2019.0,1.0,3.0
39725,Manhattan,Midtown,40.76421,-73.97977,Entire home/apt,1000,1,0,0.0,1,0,0.0,0.0,0.0
39726,Manhattan,Midtown,40.7564,-73.97242,Private room,425,1,1,0.16,11,180,2019.0,1.0,1.0
39727,Brooklyn,Crown Heights,40.66856,-73.93937,Entire home/apt,88,30,1,0.3,3,34,2019.0,3.0,31.0
39728,Queens,Sunnyside,40.74194,-73.91787,Private room,65,1,4,0.59,2,341,2019.0,6.0,3.0
39729,Manhattan,Financial District,40.70559,-74.00669,Entire home/apt,420,2,20,3.02,1,76,2019.0,6.0,9.0
39730,Manhattan,East Harlem,40.79469,-73.94351,Entire home/apt,220,2,3,0.45,3,9,2019.0,6.0,9.0
39731,Manhattan,Upper West Side,40.80146,-73.96076,Private room,1350,1,0,0.0,1,365,0.0,0.0,0.0
39732,Manhattan,NoHo,40.72886,-73.99139,Entire home/apt,179,1,0,0.0,33,364,0.0,0.0,0.0
39733,Brooklyn,Greenpoint,40.73132,-73.95036,Private room,119,1,0,0.0,33,180,0.0,0.0,0.0
39734,Brooklyn,Greenpoint,40.73095,-73.95131,Private room,89,1,0,0.0,33,180,0.0,0.0,0.0
39735,Brooklyn,Bedford-Stuyvesant,40.6952,-73.94412,Entire home/apt,175,2,1,0.16,1,0,2019.0,1.0,2.0
39736,Brooklyn,Crown Heights,40.6685,-73.95364,Private room,100,5,0,0.0,1,69,0.0,0.0,0.0
39737,Manhattan,SoHo,40.72628,-74.00236,Entire home/apt,380,2,12,1.89,1,0,2019.0,4.0,16.0
39738,Queens,Long Island City,40.76381,-73.93477,Private room,45,3,2,0.38,1,5,2019.0,2.0,17.0
39739,Queens,Arverne,40.58847,-73.79102,Private room,300,2,3,0.47,1,133,2019.0,4.0,16.0
39740,Manhattan,East Village,40.72375,-73.98188,Entire home/apt,443,1,30,4.92,1,165,2019.0,7.0,2.0
39741,Manhattan,Harlem,40.81963,-73.93879,Private room,50,1,3,0.47,1,0,2019.0,1.0,2.0
39742,Manhattan,Midtown,40.76011,-73.97051,Entire home/apt,116,2,28,4.57,1,99,2019.0,7.0,1.0
39743,Manhattan,Upper East Side,40.76284,-73.96507,Private room,119,3,32,5.22,1,239,2019.0,6.0,21.0
39744,Manhattan,Midtown,40.74733,-73.98447,Private room,180,3,0,0.0,1,179,0.0,0.0,0.0
39745,Manhattan,SoHo,40.72725,-74.00288,Entire home/apt,225,2,9,2.08,1,11,2019.0,6.0,30.0
39746,Bronx,Claremont Village,40.84145,-73.91027,Entire home/apt,150,3,29,4.7,1,109,2019.0,7.0,6.0
39747,Manhattan,Hell's Kitchen,40.76326,-73.98582,Entire home/apt,179,2,17,4.77,1,229,2019.0,6.0,20.0
39748,Queens,Ridgewood,40.69913,-73.90831,Entire home/apt,200,2,1,1.0,1,0,2019.0,6.0,30.0
39749,Brooklyn,Bushwick,40.70018,-73.91573,Private room,60,1,3,0.48,1,0,2019.0,3.0,17.0
